tag_a,tag_b,n_a,n_b,n_both,reach,demand_both,max_ccu,best_game,avg_rating,best_url
mech,plane,22,33,2,53,3714,3714,🔨Plane Crazy🔨 [UPDATE],71.8,https://www.roblox.com/games/166986752
mech,train,22,185,2,205,3715,3714,🔨Plane Crazy🔨 [UPDATE],79.8,https://www.roblox.com/games/166986752
plane,train,33,185,3,215,3814,3714,🔨Plane Crazy🔨 [UPDATE],90.5,https://www.roblox.com/games/166986752
brainrot,eat,131,90,2,219,3791,3696,Brainrot Evolution,97.3,https://www.roblox.com/games/111989938562194
brainrot,genre:Incremental Simulator,131,512,14,629,6433,3696,Brainrot Evolution,93.5,https://www.roblox.com/games/111989938562194
brainrot,monster,131,77,3,205,3792,3696,Brainrot Evolution,95.7,https://www.roblox.com/games/111989938562194
brainrot,pet,131,222,9,344,4123,3696,Brainrot Evolution,91.9,https://www.roblox.com/games/111989938562194
collect,eat,402,90,22,470,8024,3696,Brainrot Evolution,78.3,https://www.roblox.com/games/111989938562194
eat,monster,90,77,4,163,4110,3696,Brainrot Evolution,96.5,https://www.roblox.com/games/111989938562194
eat,pet,90,222,7,305,4158,3696,Brainrot Evolution,86.4,https://www.roblox.com/games/111989938562194
eat,speed,90,176,5,261,5020,3696,Brainrot Evolution,92.2,https://www.roblox.com/games/111989938562194
eat,tag,90,190,5,275,4632,3696,Brainrot Evolution,96.2,https://www.roblox.com/games/111989938562194
monster,tag,77,190,7,260,5782,3696,Brainrot Evolution,91.4,https://www.roblox.com/games/111989938562194
genre:Tower Obby,magic,95,30,1,124,3622,3622,ASMR Keyboard Tower 🎧,80.7,https://www.roblox.com/games/89908873819543
magic,tower,30,172,1,201,3622,3622,ASMR Keyboard Tower 🎧,80.7,https://www.roblox.com/games/89908873819543
anime,dragon,77,54,2,129,3616,3613,DBZ DEMO | Anime MMO 🐲,82.5,https://www.roblox.com/games/8246874626
dragon,fight,54,223,7,270,3767,3613,DBZ DEMO | Anime MMO 🐲,89.2,https://www.roblox.com/games/8246874626
eat,fight,90,223,5,308,4169,3585,Eat the World,90.4,https://www.roblox.com/games/16480898254
eat,grow,90,202,24,268,9117,3585,Eat the World,75.3,https://www.roblox.com/games/16480898254
eat,upgrade,90,357,10,437,7925,3585,Eat the World,81.9,https://www.roblox.com/games/16480898254
fight,grow,223,202,9,416,5576,3585,Eat the World,90.6,https://www.roblox.com/games/16480898254
genre:Childhood Game,survive,32,243,6,269,8352,3546,👓Quiet or Die!,82.7,https://www.roblox.com/games/126922689754590
tag,tycoon,190,137,11,316,4043,3525,2 Player Squishy Tycoon,82.1,https://www.roblox.com/games/77597927786054
tag,upgrade,190,357,12,535,5684,3525,2 Player Squishy Tycoon,88.4,https://www.roblox.com/games/77597927786054
animal,collect,67,402,12,457,8343,3489,Animal Simulator,86.4,https://www.roblox.com/games/5712833750
animal,fight,67,223,4,286,3563,3489,Animal Simulator,79.3,https://www.roblox.com/games/5712833750
fight,genre:Animal Sim,223,54,4,273,6397,3489,Animal Simulator,78.5,https://www.roblox.com/games/5712833750
genre:Animal Sim,simulator,54,229,4,279,5033,3489,Animal Simulator,79.7,https://www.roblox.com/games/5712833750
run,simulator,222,229,17,434,7521,3489,Animal Simulator,84.1,https://www.roblox.com/games/5712833750
cook,dragon,52,54,1,105,3459,3459,Fishing Chef (Update),97.6,https://www.roblox.com/games/88599461076137
cook,fish,52,65,5,112,5622,3459,Fishing Chef (Update),84.8,https://www.roblox.com/games/88599461076137
cook,sushi,52,19,5,66,5911,3459,Fishing Chef (Update),92.0,https://www.roblox.com/games/88599461076137
dragon,fish,54,65,1,118,3459,3459,Fishing Chef (Update),97.6,https://www.roblox.com/games/88599461076137
dragon,genre:Tycoon,54,451,9,496,3632,3459,Fishing Chef (Update),88.7,https://www.roblox.com/games/88599461076137
dragon,restaurant,54,54,1,107,3459,3459,Fishing Chef (Update),97.6,https://www.roblox.com/games/88599461076137
dragon,sushi,54,19,1,72,3459,3459,Fishing Chef (Update),97.6,https://www.roblox.com/games/88599461076137
fish,genre:Tycoon,65,451,19,497,14033,3459,Fishing Chef (Update),93.0,https://www.roblox.com/games/88599461076137
fish,restaurant,65,54,1,118,3459,3459,Fishing Chef (Update),97.6,https://www.roblox.com/games/88599461076137
fish,run,65,222,1,286,3459,3459,Fishing Chef (Update),97.6,https://www.roblox.com/games/88599461076137
fish,sushi,65,19,1,83,3459,3459,Fishing Chef (Update),97.6,https://www.roblox.com/games/88599461076137
genre:Tycoon,sushi,451,19,5,465,3712,3459,Fishing Chef (Update),93.1,https://www.roblox.com/games/88599461076137
restaurant,sushi,54,19,10,63,6963,3459,Fishing Chef (Update),88.7,https://www.roblox.com/games/88599461076137
run,sushi,222,19,2,239,3459,3459,Fishing Chef (Update),92.2,https://www.roblox.com/games/88599461076137
collect,noob,402,47,3,446,3471,3428,Beat Obbies For Noobs,63.9,https://www.roblox.com/games/120742901763323
noob,obby,47,229,4,272,3429,3428,Beat Obbies For Noobs,65.9,https://www.roblox.com/games/120742901763323
car,genre:Tower Obby,105,95,1,199,3359,3359,Would You Rather: Vehicle Tower 🚗,58.0,https://www.roblox.com/games/140400044257486
car,tower,105,172,3,274,3499,3359,Would You Rather: Vehicle Tower 🚗,62.3,https://www.roblox.com/games/140400044257486
fish,lucky,65,77,1,141,3345,3345,Be a Lucky Fish 🐟,97.2,https://www.roblox.com/games/90458726122364
city,genre:Incremental Simulator,85,512,11,586,4363,3340,[🦸‍♂️] Kick Door To Escape [TRAINER x2],72.5,https://www.roblox.com/games/83506841621555
city,kick,85,31,2,114,3738,3340,[🦸‍♂️] Kick Door To Escape [TRAINER x2],93.8,https://www.roblox.com/games/83506841621555
city,train,85,185,6,264,3910,3340,[🦸‍♂️] Kick Door To Escape [TRAINER x2],82.8,https://www.roblox.com/games/83506841621555
escape,kick,226,31,4,253,5493,3340,[🦸‍♂️] Kick Door To Escape [TRAINER x2],85.2,https://www.roblox.com/games/83506841621555
genre:Incremental Simulator,kick,512,31,5,538,3721,3340,[🦸‍♂️] Kick Door To Escape [TRAINER x2],90.6,https://www.roblox.com/games/83506841621555
pet,roll,222,98,7,313,3857,3332,[UPD] Spin a Femboy 🎲,84.5,https://www.roblox.com/games/91203203156283
pet,spin,222,46,5,263,4088,3332,[UPD] Spin a Femboy 🎲,89.6,https://www.roblox.com/games/91203203156283
rebirth,roll,170,98,9,259,6629,3332,[UPD] Spin a Femboy 🎲,91.3,https://www.roblox.com/games/91203203156283
rebirth,spin,170,46,10,206,6785,3332,[UPD] Spin a Femboy 🎲,88.9,https://www.roblox.com/games/91203203156283
roll,spin,98,46,5,139,5943,3332,[UPD] Spin a Femboy 🎲,92.6,https://www.roblox.com/games/91203203156283
car,cook,105,52,2,155,5847,3303,Boxywood 🏠🌴 RP,89.3,https://www.roblox.com/games/13473615074
city,cook,85,52,4,133,5971,3303,Boxywood 🏠🌴 RP,86.7,https://www.roblox.com/games/13473615074
cook,genre:Life,52,72,8,116,8297,3303,Boxywood 🏠🌴 RP,87.7,https://www.roblox.com/games/13473615074
build,jump,372,151,7,516,5640,3299,🐝 Build A Beehive,73.3,https://www.roblox.com/games/113604074601559
genre:Tycoon,jump,451,151,14,588,9534,3299,🐝 Build A Beehive,78.4,https://www.roblox.com/games/113604074601559
car,run,105,222,2,325,3567,3296,🏍️✨Drive Cars Down A Hill!,78.9,https://www.roblox.com/games/9414511685
car,speed,105,176,9,272,7803,3296,🏍️✨Drive Cars Down A Hill!,87.2,https://www.roblox.com/games/9414511685
drive,run,76,222,2,296,3591,3296,🏍️✨Drive Cars Down A Hill!,78.8,https://www.roblox.com/games/9414511685
drive,speed,76,176,4,248,3807,3296,🏍️✨Drive Cars Down A Hill!,81.4,https://www.roblox.com/games/9414511685
genre:Vehicle Sim,run,100,222,1,321,3296,3296,🏍️✨Drive Cars Down A Hill!,75.6,https://www.roblox.com/games/9414511685
genre:Vehicle Sim,speed,100,176,7,269,7057,3296,🏍️✨Drive Cars Down A Hill!,79.2,https://www.roblox.com/games/9414511685
escape,genre:Classic Obby,226,59,17,268,5146,3275,Escape The Carnival of Terror Obby! ,66.8,https://www.roblox.com/games/6153766069
genre:Tycoon,hatch,451,108,38,521,9231,3264,Hatch A Cow! 🥚,90.7,https://www.roblox.com/games/98624386999411
hatch,upgrade,108,357,30,435,11585,3264,Hatch A Cow! 🥚,88.9,https://www.roblox.com/games/98624386999411
pet,upgrade,222,357,37,542,13201,3264,Hatch A Cow! 🥚,89.6,https://www.roblox.com/games/98624386999411
prison,simulator,63,229,1,291,3262,3262,[👮] Tactical: Swat Simulator,95.9,https://www.roblox.com/games/102837194624695
battle,rob,139,28,3,164,5388,3251,[CAPES] Saber Unbound ⚔️,92.4,https://www.roblox.com/games/105882032562407
genre:Battlegrounds & Fighting,rob,131,28,1,158,3251,3251,[CAPES] Saber Unbound ⚔️,89.6,https://www.roblox.com/games/105882032562407
jump,tag,151,190,11,330,7581,3228,[W24] Obby But You're on a Scooter,71.0,https://www.roblox.com/games/122606989565107
fly,genre:Vehicle Sim,72,100,10,162,7045,3200,Pilot Training Flight Simulator,83.6,https://www.roblox.com/games/20321167
fly,simulator,72,229,12,289,5634,3200,Pilot Training Flight Simulator,75.0,https://www.roblox.com/games/20321167
fly,train,72,185,5,252,3453,3200,Pilot Training Flight Simulator,89.4,https://www.roblox.com/games/20321167
genre:Vehicle Sim,train,100,185,23,262,6250,3200,Pilot Training Flight Simulator,76.3,https://www.roblox.com/games/20321167
collect,escape,402,226,31,597,13213,3190,Escape with a Lucky Block,83.6,https://www.roblox.com/games/114673187157525
lucky,speed,77,176,4,249,5630,3190,Escape with a Lucky Block,89.1,https://www.roblox.com/games/114673187157525
brainrot,jump,131,151,11,271,6731,3132,+1 Backflip For Brainrots🧠,82.4,https://www.roblox.com/games/108344031766098
genre:Tycoon,pizza,451,29,8,472,6191,3127,🍕Own a Pizza Tycoon,81.2,https://www.roblox.com/games/123318668892923
kick,pizza,31,29,1,59,3127,3127,🍕Own a Pizza Tycoon,96.6,https://www.roblox.com/games/123318668892923
kick,tycoon,31,137,4,164,3463,3127,🍕Own a Pizza Tycoon,91.2,https://www.roblox.com/games/123318668892923
pizza,tycoon,29,137,5,161,6126,3127,🍕Own a Pizza Tycoon,90.8,https://www.roblox.com/games/123318668892923
cat,tap,56,59,1,114,3120,3120,[UPD] Stop the Timer,85.7,https://www.roblox.com/games/139988436996662
build,mine,372,43,9,406,5335,3117,[UPD] Ultimate Mining Tycoon,76.7,https://www.roblox.com/games/18680867089
genre:Tycoon,mine,451,43,8,486,4547,3117,[UPD] Ultimate Mining Tycoon,82.3,https://www.roblox.com/games/18680867089
mine,tycoon,43,137,1,179,3117,3117,[UPD] Ultimate Mining Tycoon,91.3,https://www.roblox.com/games/18680867089
collect,fuse,402,17,2,417,3109,3109,Collect All Pets!,85.4,https://www.roblox.com/games/8884433153
fuse,genre:Incremental Simulator,17,512,3,526,3352,3109,Collect All Pets!,78.5,https://www.roblox.com/games/8884433153
fuse,hatch,17,108,4,121,3382,3109,Collect All Pets!,81.7,https://www.roblox.com/games/8884433153
fuse,pet,17,222,2,237,3382,3109,Collect All Pets!,93.6,https://www.roblox.com/games/8884433153
fuse,simulator,17,229,1,245,3109,3109,Collect All Pets!,92.7,https://www.roblox.com/games/8884433153
fuse,upgrade,17,357,2,372,3382,3109,Collect All Pets!,93.6,https://www.roblox.com/games/8884433153
hatch,simulator,108,229,17,320,9200,3109,Collect All Pets!,90.6,https://www.roblox.com/games/8884433153
simulator,upgrade,229,357,29,557,14030,3109,Collect All Pets!,83.4,https://www.roblox.com/games/8884433153
battle,eat,139,90,3,226,3156,3083,SharkBite 2 🦈,79.6,https://www.roblox.com/games/8908228901
battle,genre:1 vs All,139,29,2,166,4411,3083,SharkBite 2 🦈,87.2,https://www.roblox.com/games/8908228901
boat,eat,31,90,1,120,3083,3083,SharkBite 2 🦈,88.4,https://www.roblox.com/games/8908228901
boat,genre:1 vs All,31,29,1,59,3083,3083,SharkBite 2 🦈,88.4,https://www.roblox.com/games/8908228901
build,eat,372,90,4,458,6393,3083,SharkBite 2 🦈,85.7,https://www.roblox.com/games/8908228901
eat,genre:1 vs All,90,29,2,117,3110,3083,SharkBite 2 🦈,90.3,https://www.roblox.com/games/8908228901
genre:1 vs All,upgrade,29,357,1,385,3083,3083,SharkBite 2 🦈,88.4,https://www.roblox.com/games/8908228901
boat,drive,31,76,3,104,3089,3053,Vehicle Legends 🏎️ Cars!,85.8,https://www.roblox.com/games/4566572536
boat,race,31,92,2,121,3056,3053,Vehicle Legends 🏎️ Cars!,85.8,https://www.roblox.com/games/4566572536
build,genre:Vehicle Sim,372,100,5,467,5451,3053,Vehicle Legends 🏎️ Cars!,92.0,https://www.roblox.com/games/4566572536
drive,plane,76,33,2,107,3327,3053,Vehicle Legends 🏎️ Cars!,91.6,https://www.roblox.com/games/4566572536
drive,race,76,92,10,158,8954,3053,Vehicle Legends 🏎️ Cars!,87.6,https://www.roblox.com/games/4566572536
genre:Vehicle Sim,plane,100,33,8,125,5302,3053,Vehicle Legends 🏎️ Cars!,79.3,https://www.roblox.com/games/4566572536
plane,race,33,92,4,121,3398,3053,Vehicle Legends 🏎️ Cars!,91.2,https://www.roblox.com/games/4566572536
genre:Physics Sim,jump,36,151,4,183,4529,3049,Broken Bones IV,70.8,https://www.roblox.com/games/2551991523
genre:Physics Sim,simulator,36,229,9,256,7012,3049,Broken Bones IV,80.4,https://www.roblox.com/games/2551991523
genre:Physics Sim,upgrade,36,357,3,390,3073,3049,Broken Bones IV,87.8,https://www.roblox.com/games/2551991523
jump,simulator,151,229,7,373,5978,3049,Broken Bones IV,72.1,https://www.roblox.com/games/2551991523
cook,genre:Exploration,52,34,1,85,3034,3034,RV Cooked? [ALPHA],93.5,https://www.roblox.com/games/16910059756
escape,pizza,226,29,4,251,3055,3019,Escape Papa Pizza's Pizzeria! (SCARY OBBY),63.5,https://www.roblox.com/games/6939111033
jump,pizza,151,29,5,175,3168,3019,Escape Papa Pizza's Pizzeria! (SCARY OBBY),67.9,https://www.roblox.com/games/6939111033
obby,pizza,229,29,9,249,3360,3019,Escape Papa Pizza's Pizzeria! (SCARY OBBY),65.8,https://www.roblox.com/games/6939111033
build,genre:Match & Merge,372,14,2,384,3002,3002,[🥚] Merge Shop,73.0,https://www.roblox.com/games/120841752776030
food,genre:Match & Merge,93,14,1,106,3002,3002,[🥚] Merge Shop,95.9,https://www.roblox.com/games/120841752776030
food,merge,93,54,1,146,3002,3002,[🥚] Merge Shop,95.9,https://www.roblox.com/games/120841752776030
food,serve,93,45,7,131,5045,3002,[🥚] Merge Shop,88.9,https://www.roblox.com/games/120841752776030
genre:Match & Merge,serve,14,45,1,58,3002,3002,[🥚] Merge Shop,95.9,https://www.roblox.com/games/120841752776030
merge,serve,54,45,1,98,3002,3002,[🥚] Merge Shop,95.9,https://www.roblox.com/games/120841752776030
car,simulator,105,229,6,328,3675,2996,[NEW CARS🚗] Highway Legends,75.5,https://www.roblox.com/games/15288629078
brainrot,race,131,92,2,221,4815,2993,Race Your Lucky Block,97.3,https://www.roblox.com/games/105742951729183
genre:Tycoon,race,451,92,3,540,6597,2993,Race Your Lucky Block,96.5,https://www.roblox.com/games/105742951729183
lucky,race,77,92,3,166,3095,2993,Race Your Lucky Block,95.4,https://www.roblox.com/games/105742951729183
battle,defense,139,53,8,184,4377,2983,The Battle Bricks,80.1,https://www.roblox.com/games/10834586502
grow,tycoon,202,137,13,326,5723,2929,Nail Salon Tycoon! 💗,90.1,https://www.roblox.com/games/100072132429741
animal,upgrade,67,357,10,414,6887,2911,【🥚】Egg Case Farm,84.2,https://www.roblox.com/games/74144293690546
lucky,obby,77,229,1,305,2910,2910,The Floor Is LAVA!🔥,76.8,https://www.roblox.com/games/815405518
obby,survive,229,243,9,463,4699,2910,The Floor Is LAVA!🔥,72.8,https://www.roblox.com/games/815405518
breed,build,8,372,1,379,2860,2860,⚔️ Horse Life 🐎 [EVENT],95.8,https://www.roblox.com/games/15696848933
breed,collect,8,402,3,407,2911,2860,⚔️ Horse Life 🐎 [EVENT],76.6,https://www.roblox.com/games/15696848933
breed,genre:Pet Care,8,9,2,15,2876,2860,⚔️ Horse Life 🐎 [EVENT],90.4,https://www.roblox.com/games/15696848933
breed,grow,8,202,4,206,4126,2860,⚔️ Horse Life 🐎 [EVENT],94.3,https://www.roblox.com/games/15696848933
breed,sell,8,96,3,101,4110,2860,⚔️ Horse Life 🐎 [EVENT],97.4,https://www.roblox.com/games/15696848933
genre:Pet Care,grow,9,202,3,208,3025,2860,⚔️ Horse Life 🐎 [EVENT],80.8,https://www.roblox.com/games/15696848933
build,kitchen,372,18,3,387,3145,2852,Restaurant Tycoon 2,93.0,https://www.roblox.com/games/3398014311
build,pizza,372,29,5,396,3008,2852,Restaurant Tycoon 2,90.6,https://www.roblox.com/games/3398014311
cafe,cook,15,52,3,64,2868,2852,Restaurant Tycoon 2,84.3,https://www.roblox.com/games/3398014311
cafe,eat,15,90,1,104,2852,2852,Restaurant Tycoon 2,93.0,https://www.roblox.com/games/3398014311
cafe,food,15,93,2,106,2868,2852,Restaurant Tycoon 2,89.7,https://www.roblox.com/games/3398014311
cafe,kitchen,15,18,1,32,2852,2852,Restaurant Tycoon 2,93.0,https://www.roblox.com/games/3398014311
cafe,pizza,15,29,1,43,2852,2852,Restaurant Tycoon 2,93.0,https://www.roblox.com/games/3398014311
cafe,restaurant,15,54,5,64,2976,2852,Restaurant Tycoon 2,87.5,https://www.roblox.com/games/3398014311
cafe,tycoon,15,137,4,148,2874,2852,Restaurant Tycoon 2,85.5,https://www.roblox.com/games/3398014311
cook,eat,52,90,5,137,3034,2852,Restaurant Tycoon 2,89.0,https://www.roblox.com/games/3398014311
cook,kitchen,52,18,10,60,8045,2852,Restaurant Tycoon 2,86.2,https://www.roblox.com/games/3398014311
cook,pizza,52,29,4,77,3801,2852,Restaurant Tycoon 2,78.3,https://www.roblox.com/games/3398014311
eat,genre:Tycoon,90,451,3,538,2893,2852,Restaurant Tycoon 2,92.0,https://www.roblox.com/games/3398014311
eat,kitchen,90,18,1,107,2852,2852,Restaurant Tycoon 2,93.0,https://www.roblox.com/games/3398014311
eat,pizza,90,29,2,117,2959,2852,Restaurant Tycoon 2,73.5,https://www.roblox.com/games/3398014311
eat,restaurant,90,54,7,137,5670,2852,Restaurant Tycoon 2,92.4,https://www.roblox.com/games/3398014311
eat,tycoon,90,137,3,224,3581,2852,Restaurant Tycoon 2,89.5,https://www.roblox.com/games/3398014311
food,kitchen,93,18,7,104,4313,2852,Restaurant Tycoon 2,87.0,https://www.roblox.com/games/3398014311
food,restaurant,93,54,16,131,7670,2852,Restaurant Tycoon 2,85.6,https://www.roblox.com/games/3398014311
food,tycoon,93,137,5,225,3451,2852,Restaurant Tycoon 2,90.6,https://www.roblox.com/games/3398014311
genre:Tycoon,kitchen,451,18,5,464,3790,2852,Restaurant Tycoon 2,92.8,https://www.roblox.com/games/3398014311
kitchen,pizza,18,29,4,43,3855,2852,Restaurant Tycoon 2,91.8,https://www.roblox.com/games/3398014311
kitchen,restaurant,18,54,7,65,4762,2852,Restaurant Tycoon 2,85.5,https://www.roblox.com/games/3398014311
kitchen,tycoon,18,137,4,151,3461,2852,Restaurant Tycoon 2,92.7,https://www.roblox.com/games/3398014311
pizza,restaurant,29,54,6,77,3967,2852,Restaurant Tycoon 2,79.3,https://www.roblox.com/games/3398014311
fight,ninja,223,30,5,248,3141,2839,[TRAINING!]💪Ninja Challenge [Beta],87.7,https://www.roblox.com/games/18803315158
fight,speed,223,176,3,396,4605,2839,[TRAINING!]💪Ninja Challenge [Beta],85.9,https://www.roblox.com/games/18803315158
genre:Open World Action,space,18,49,1,66,2782,2782,[UPD] Web Rush,87.8,https://www.roblox.com/games/16901389020
grow,merge,202,54,6,250,3155,2773,[⚔️] Merge Vs Mobs,83.3,https://www.roblox.com/games/109509628648368
collect,rebirth,402,170,37,535,9269,2754,🌊 Raft Tycoon,86.7,https://www.roblox.com/games/76137189788863
battle,dino,139,18,1,156,2701,2701,[Crest and Sails] Jurassic Blocky,89.3,https://www.roblox.com/games/11653088948
battle,genre:Animal Sim,139,54,2,191,2760,2701,[Crest and Sails] Jurassic Blocky,90.0,https://www.roblox.com/games/11653088948
dino,fight,18,223,2,239,2709,2701,[Crest and Sails] Jurassic Blocky,84.7,https://www.roblox.com/games/11653088948
dino,genre:Animal Sim,18,54,2,70,3208,2701,[Crest and Sails] Jurassic Blocky,88.4,https://www.roblox.com/games/11653088948
genre:Minigame,pet,18,222,2,238,2894,2694,Epic Minigames ✨,81.4,https://www.roblox.com/games/277751860
genre:Escape,rob,56,28,2,82,3197,2628,💎 ROB IT,84.0,https://www.roblox.com/games/96168869671905
genre:Escape,steal,56,94,6,144,3494,2628,💎 ROB IT,89.2,https://www.roblox.com/games/96168869671905
rob,steal,28,94,12,110,5113,2628,💎 ROB IT,74.3,https://www.roblox.com/games/96168869671905
genre:Escape,hide,56,69,6,119,7412,2608,[UPD] Sneak Out! 🤫,74.7,https://www.roblox.com/games/137533474840546
car,restaurant,105,54,1,158,2583,2583,Vina City 🏠 RP,94.1,https://www.roblox.com/games/18950675748
car,serve,105,45,1,149,2583,2583,Vina City 🏠 RP,94.1,https://www.roblox.com/games/18950675748
city,restaurant,85,54,1,138,2583,2583,Vina City 🏠 RP,94.1,https://www.roblox.com/games/18950675748
city,serve,85,45,2,128,2584,2583,Vina City 🏠 RP,92.6,https://www.roblox.com/games/18950675748
genre:Life,restaurant,72,54,12,114,4015,2583,Vina City 🏠 RP,85.6,https://www.roblox.com/games/18950675748
genre:Life,serve,72,45,8,109,4165,2583,Vina City 🏠 RP,83.4,https://www.roblox.com/games/18950675748
genre:Minigame,simulator,18,229,2,245,2781,2581,Regretevator [ ELEVATOR SIMULATOR ],81.2,https://www.roblox.com/games/4972273297
craft,food,55,93,6,142,2883,2544,Craft Food,74.3,https://www.roblox.com/games/102574559184919
craft,genre:Tycoon,55,451,10,496,4940,2544,Craft Food,88.8,https://www.roblox.com/games/102574559184919
craft,trade,55,65,5,115,2932,2544,Craft Food,93.4,https://www.roblox.com/games/102574559184919
food,trade,93,65,3,155,2630,2544,Craft Food,93.0,https://www.roblox.com/games/102574559184919
cook,drive,52,76,3,125,2601,2544,Seaside RP🏡🌴 City RP,86.4,https://www.roblox.com/games/11862502039
battle,genre:Tower Obby,139,95,2,232,3299,2541,Tower of Zombies 🧟 ,79.6,https://www.roblox.com/games/99122501338948
battle,run,139,222,7,354,3844,2541,Tower of Zombies 🧟 ,81.4,https://www.roblox.com/games/99122501338948
battle,zombie,139,73,11,201,4593,2541,Tower of Zombies 🧟 ,78.6,https://www.roblox.com/games/99122501338948
genre:Tower Obby,run,95,222,3,314,5532,2541,Tower of Zombies 🧟 ,87.0,https://www.roblox.com/games/99122501338948
genre:Tower Obby,upgrade,95,357,2,450,2543,2541,Tower of Zombies 🧟 ,85.5,https://www.roblox.com/games/99122501338948
genre:Tower Obby,zombie,95,73,2,166,2541,2541,Tower of Zombies 🧟 ,79.3,https://www.roblox.com/games/99122501338948
run,zombie,222,73,4,291,2569,2541,Tower of Zombies 🧟 ,74.0,https://www.roblox.com/games/99122501338948
battle,dragon,139,54,5,188,2591,2540,HOW TO TRAIN YOUR DRAGON,83.9,https://www.roblox.com/games/75663528075786
battle,genre:Open World Action,139,18,3,154,4677,2540,HOW TO TRAIN YOUR DRAGON,94.0,https://www.roblox.com/games/75663528075786
dragon,genre:Open World Action,54,18,1,71,2540,2540,HOW TO TRAIN YOUR DRAGON,94.4,https://www.roblox.com/games/75663528075786
dragon,train,54,185,11,228,3897,2540,HOW TO TRAIN YOUR DRAGON,76.9,https://www.roblox.com/games/75663528075786
genre:Open World Action,train,18,185,1,202,2540,2540,HOW TO TRAIN YOUR DRAGON,94.4,https://www.roblox.com/games/75663528075786
dog,escape,30,226,5,251,4247,2534,Dog VS Police,74.4,https://www.roblox.com/games/122433454504469
dog,genre:Animal Sim,30,54,7,77,5416,2534,Dog VS Police,76.6,https://www.roblox.com/games/122433454504469
dog,steal,30,94,2,122,2536,2534,Dog VS Police,88.5,https://www.roblox.com/games/122433454504469
escape,genre:Animal Sim,226,54,4,276,4747,2534,Dog VS Police,59.5,https://www.roblox.com/games/122433454504469
genre:Animal Sim,steal,54,94,1,147,2534,2534,Dog VS Police,83.2,https://www.roblox.com/games/122433454504469
car,genre:Tycoon,105,451,18,538,12375,2504,House Tycoon 2,89.2,https://www.roblox.com/games/10224049386
car,tycoon,105,137,9,233,10028,2504,House Tycoon 2,90.4,https://www.roblox.com/games/10224049386
fish,slime,65,42,1,106,2499,2499,Fish a Slime,97.2,https://www.roblox.com/games/91723890596097
fish,survive,65,243,4,304,2586,2499,Fish a Slime,86.8,https://www.roblox.com/games/91723890596097
fish,upgrade,65,357,12,410,5914,2499,Fish a Slime,94.5,https://www.roblox.com/games/91723890596097
genre:Tycoon,slime,451,42,5,488,2616,2499,Fish a Slime,88.4,https://www.roblox.com/games/91723890596097
slime,survive,42,243,5,280,2562,2499,Fish a Slime,79.8,https://www.roblox.com/games/91723890596097
boat,collect,31,402,2,431,2495,2490,Pilfering Pirates,86.2,https://www.roblox.com/games/6104994594
boat,genre:Battlegrounds & Fighting,31,131,1,161,2490,2490,Pilfering Pirates,84.5,https://www.roblox.com/games/6104994594
collect,plane,402,33,5,430,2690,2490,Pilfering Pirates,91.3,https://www.roblox.com/games/6104994594
genre:Battlegrounds & Fighting,plane,131,33,2,162,2923,2490,Pilfering Pirates,79.8,https://www.roblox.com/games/6104994594
genre:Morph Roleplay,school,59,60,4,115,4414,2480,Carousel - World School 🏫,72.1,https://www.roblox.com/games/17599091344
drive,genre:Tycoon,76,451,6,521,3712,2462,Mansion Tycoon 🌴🏠,87.0,https://www.roblox.com/games/12912731475
drive,tycoon,76,137,6,207,3712,2462,Mansion Tycoon 🌴🏠,87.0,https://www.roblox.com/games/12912731475
race,tycoon,92,137,3,226,3604,2462,Mansion Tycoon 🌴🏠,94.1,https://www.roblox.com/games/12912731475
clicker,collect,33,402,15,420,5167,2425,Jump Clicker 🚀,89.0,https://www.roblox.com/games/140317247681516
clicker,genre:Incremental Simulator,33,512,27,518,8650,2425,Jump Clicker 🚀,87.2,https://www.roblox.com/games/140317247681516
clicker,jump,33,151,3,181,2812,2425,Jump Clicker 🚀,91.8,https://www.roblox.com/games/140317247681516
clicker,pet,33,222,12,243,6778,2425,Jump Clicker 🚀,91.6,https://www.roblox.com/games/140317247681516
clicker,tower,33,172,2,203,2479,2425,Jump Clicker 🚀,93.9,https://www.roblox.com/games/140317247681516
jump,pet,151,222,12,361,5770,2425,Jump Clicker 🚀,84.7,https://www.roblox.com/games/140317247681516
pet,tower,222,172,15,379,6173,2425,Jump Clicker 🚀,86.2,https://www.roblox.com/games/140317247681516
genre:Tycoon,lift,451,26,1,476,2409,2409,Pull Lucky Blocks,90.0,https://www.roblox.com/games/80861715191104
grow,lift,202,26,1,227,2409,2409,Pull Lucky Blocks,90.0,https://www.roblox.com/games/80861715191104
grow,lucky,202,77,2,277,2625,2409,Pull Lucky Blocks,87.5,https://www.roblox.com/games/80861715191104
eat,ocean,90,40,3,127,2387,2374,📖🍣 Conveyor Sushi Restaurant,78.5,https://www.roblox.com/games/11848247239
eat,sushi,90,19,3,106,2540,2374,📖🍣 Conveyor Sushi Restaurant,95.1,https://www.roblox.com/games/11848247239
food,ocean,93,40,2,131,2376,2374,📖🍣 Conveyor Sushi Restaurant,81.2,https://www.roblox.com/games/11848247239
food,sushi,93,19,3,109,3203,2374,📖🍣 Conveyor Sushi Restaurant,92.0,https://www.roblox.com/games/11848247239
